rgID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region
UGA_173101_P020_WA10,396-23,TRUE,FALSE,3,2023,HS 044,264092x3597212,RAPiD-Genomics_F566_UGA_173101_P020_WA10_i5-505_i7-54_S3900_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA11,45-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P020_WA11_i5-505_i7-25_S3901_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA12,169-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WA12_i5-505_i7-23_S3902_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB01,391-23,TRUE,FALSE,7,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P020_WB01_i5-505_i7-31_S3903_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB02,286-24,TRUE,FALSE,2,2024,HS 073,267763x3594039,RAPiD-Genomics_F566_UGA_173101_P020_WB02_i5-505_i7-39_S3904_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB03,180-24,TRUE,FALSE,6,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WB03_i5-505_i7-2_S3905_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB04,346-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,RAPiD-Genomics_F566_UGA_173101_P020_WB04_i5-505_i7-20_S3906_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB05,492-24,TRUE,FALSE,5,2024,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P020_WB05_i5-505_i7-90_S3907_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB06,481-24,TRUE,FALSE,7,2024,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P020_WB06_i5-505_i7-6_S3908_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB07,6-24,TRUE,FALSE,6,2024,HS 139,273870x3603778,RAPiD-Genomics_F566_UGA_173101_P020_WB07_i5-505_i7-29_S3909_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB08,475-24,TRUE,FALSE,1,2024,HS 118,263132x3606186,RAPiD-Genomics_F566_UGA_173101_P020_WB08_i5-505_i7-57_S3910_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB09,24-23,TRUE,FALSE,5,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P020_WB09_i5-505_i7-63_S3911_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB10,79-24,TRUE,FALSE,6,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WB10_i5-505_i7-55_S3912_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB11,355-23,TRUE,FALSE,7,2023,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P020_WB11_i5-505_i7-5_S3913_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WB12,110-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P020_WB12_i5-505_i7-75_S3914_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC01,359-23,TRUE,FALSE,6,2023,HS 028,258399x3594245,RAPiD-Genomics_F566_UGA_173101_P020_WC01_i5-505_i7-65_S3915_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC02,431-23,TRUE,FALSE,3,2023,HS 070,269359x3592627,RAPiD-Genomics_F566_UGA_173101_P020_WC02_i5-505_i7-67_S3916_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC03,467-23,TRUE,FALSE,4,2023,HS 126,270872x3608550,RAPiD-Genomics_F566_UGA_173101_P020_WC03_i5-505_i7-40_S3917_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC04,42-24,TRUE,FALSE,6,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P020_WC04_i5-505_i7-19_S3918_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC05,241-24,TRUE,FALSE,4,2024,HS 086,266197x3598788,RAPiD-Genomics_F566_UGA_173101_P020_WC05_i5-505_i7-81_S3919_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC06,57-23,TRUE,FALSE,7,2023,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P020_WC06_i5-505_i7-3_S3920_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC07,324-24,TRUE,FALSE,6,2024,HS 005,252875x3588670,RAPiD-Genomics_F566_UGA_173101_P020_WC07_i5-505_i7-62_S3921_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC08,336-23,TRUE,FALSE,7,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WC08_i5-505_i7-17_S3922_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC09,308-23,TRUE,FALSE,6,2023,HS 040,262860x3595893,RAPiD-Genomics_F566_UGA_173101_P020_WC09_i5-505_i7-93_S3923_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC10,500-23,TRUE,FALSE,6,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P020_WC10_i5-505_i7-47_S3924_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC11,67-24,TRUE,FALSE,5,2024,HS 048,261267x3598930,RAPiD-Genomics_F566_UGA_173101_P020_WC11_i5-505_i7-70_S3925_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WC12,103-24,TRUE,FALSE,4,2024,HS 029,259736x3594236,RAPiD-Genomics_F566_UGA_173101_P020_WC12_i5-505_i7-43_S3926_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD01,195-23,TRUE,FALSE,5,2023,HS 116,269531x3605091,RAPiD-Genomics_F566_UGA_173101_P020_WD01_i5-505_i7-52_S3927_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD02,186-23,TRUE,FALSE,6,2023,HS 040,262860x3595893,RAPiD-Genomics_F566_UGA_173101_P020_WD02_i5-505_i7-72_S3928_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD03,140-24,TRUE,FALSE,7,2024,HS 077,268407x3596503,RAPiD-Genomics_F566_UGA_173101_P020_WD03_i5-505_i7-30_S3929_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD04,234-24,TRUE,FALSE,6,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WD04_i5-505_i7-91_S3930_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD05,236-24,TRUE,FALSE,1,2024,HS 036,259789x3595296,RAPiD-Genomics_F566_UGA_173101_P020_WD05_i5-505_i7-71_S3931_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD06,207-24,TRUE,FALSE,3,2024,HS 130,264559x3611461,RAPiD-Genomics_F566_UGA_173101_P020_WD06_i5-505_i7-50_S3932_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD07,167-23,TRUE,FALSE,6,2023,HS 046,258973x3598847,RAPiD-Genomics_F566_UGA_173101_P020_WD07_i5-505_i7-86_S3933_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD08,317-23,TRUE,FALSE,2,2023,HS 078,269432x3597119,RAPiD-Genomics_F566_UGA_173101_P020_WD08_i5-505_i7-80_S3934_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD09,59-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P020_WD09_i5-505_i7-64_S3935_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD10,457-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P020_WD10_i5-505_i7-8_S3936_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD11,202-24,TRUE,FALSE,3,2024,HS 139,273870x3603778,RAPiD-Genomics_F566_UGA_173101_P020_WD11_i5-505_i7-58_S3937_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WD12,453-23,TRUE,FALSE,4,2023,HS 132,270235x3611933,RAPiD-Genomics_F566_UGA_173101_P020_WD12_i5-505_i7-9_S3938_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE01,75-24,TRUE,FALSE,5,2024,HS 048,261267x3598930,RAPiD-Genomics_F566_UGA_173101_P020_WE01_i5-505_i7-48_S3939_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE02,99-24,TRUE,FALSE,2,2024,HS 076,270936x3595484,RAPiD-Genomics_F566_UGA_173101_P020_WE02_i5-505_i7-89_S3940_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE03,212-24,TRUE,FALSE,4,2024,HS 116,269531x3605091,RAPiD-Genomics_F566_UGA_173101_P020_WE03_i5-505_i7-87_S3941_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE04,80-23,TRUE,FALSE,7,2023,HS 121,266254x3607074,RAPiD-Genomics_F566_UGA_173101_P020_WE04_i5-505_i7-21_S3942_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE05,450-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P020_WE05_i5-505_i7-94_S3943_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE06,336-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,RAPiD-Genomics_F566_UGA_173101_P020_WE06_i5-505_i7-35_S3944_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE07,411-24,TRUE,FALSE,4,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WE07_i5-505_i7-44_S3945_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE08,23-23,TRUE,FALSE,3,2023,HS 024,265557x3590544,RAPiD-Genomics_F566_UGA_173101_P020_WE08_i5-505_i7-4_S3946_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE09,681-23,TRUE,FALSE,7,2023,HS 128,270920x3610521,RAPiD-Genomics_F566_UGA_173101_P020_WE09_i5-505_i7-24_S3947_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE10,24-24,TRUE,FALSE,5,2024,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P020_WE10_i5-505_i7-61_S3948_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE11,467-24,TRUE,FALSE,5,2024,HS 077,268407x3596503,RAPiD-Genomics_F566_UGA_173101_P020_WE11_i5-505_i7-13_S3949_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WE12,340-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WE12_i5-505_i7-76_S3950_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF01,86-NGA,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F566_UGA_173101_P020_WF01_i5-505_i7-28_S3951_L001_R1_001.fastq,F,Capture,NGA
UGA_173101_P020_WF02,348-24,TRUE,FALSE,1,2024,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P020_WF02_i5-505_i7-78_S3952_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF03,166-23,TRUE,FALSE,6,2023,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P020_WF03_i5-505_i7-79_S3953_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF04,482-24,TRUE,FALSE,7,2024,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P020_WF04_i5-505_i7-45_S3954_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF05,462-23,TRUE,FALSE,1,2023,HS 026,262853x3592521,RAPiD-Genomics_F566_UGA_173101_P020_WF05_i5-505_i7-92_S3955_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF06,163-24,TRUE,FALSE,5,2024,HS 048,261267x3598930,RAPiD-Genomics_F566_UGA_173101_P020_WF06_i5-505_i7-60_S3956_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF07,100-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P020_WF07_i5-505_i7-33_S3957_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF08,442-23,TRUE,FALSE,6,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P020_WF08_i5-505_i7-53_S3958_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF09,133-24,TRUE,FALSE,6,2024,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P020_WF09_i5-505_i7-46_S3959_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF10,323-23,TRUE,FALSE,3,2023,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P020_WF10_i5-505_i7-26_S3960_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WF11,6-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P020_WF11_i5-505_i7-51_S3961_L001_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P020_WF12,292-23,TRUE,FALSE,4,2023,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WF12_i5-505_i7-66_S3962_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG01,70-24,TRUE,FALSE,1,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WG01_i5-505_i7-84_S3963_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG02,35-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F566_UGA_173101_P020_WG02_i5-505_i7-12_S3964_L001_R1_001.fastq,F,Capture,CGA
UGA_173101_P020_WG03,242-24,TRUE,FALSE,3,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P020_WG03_i5-505_i7-22_S3965_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG04,142-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WG04_i5-505_i7-10_S3966_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG05,221-24,TRUE,FALSE,4,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WG05_i5-505_i7-69_S3967_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG06,277-23,TRUE,FALSE,5,2023,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P020_WG06_i5-505_i7-14_S3968_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG07,443-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WG07_i5-505_i7-18_S3969_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG08,40-24,TRUE,FALSE,1,2024,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P020_WG08_i5-505_i7-68_S3970_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG09,324-23,TRUE,FALSE,5,2023,HS 056,266161x3582880,RAPiD-Genomics_F566_UGA_173101_P020_WG09_i5-505_i7-41_S3971_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG10,240-24,TRUE,FALSE,1,2024,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P020_WG10_i5-505_i7-37_S3972_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WG11,12-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P020_WG11_i5-505_i7-96_S3973_L001_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P020_WG12,235-23,TRUE,FALSE,7,2023,HS 002,255814x3587061,RAPiD-Genomics_F566_UGA_173101_P020_WG12_i5-505_i7-42_S3974_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH01,346-23,TRUE,FALSE,4,2023,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WH01_i5-505_i7-11_S3975_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH02,178-24,TRUE,FALSE,1,2024,HS 029,259736x3594236,RAPiD-Genomics_F566_UGA_173101_P020_WH02_i5-505_i7-32_S3976_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH03,212-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WH03_i5-505_i7-88_S3977_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH04,271-23,TRUE,FALSE,6,2023,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P020_WH04_i5-505_i7-73_S3978_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH05,157-23,TRUE,FALSE,6,2023,HS 050,259851x3599573,RAPiD-Genomics_F566_UGA_173101_P020_WH05_i5-505_i7-15_S3979_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH06,496-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WH06_i5-505_i7-49_S3980_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH07,33-23,TRUE,FALSE,7,2023,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P020_WH07_i5-505_i7-1_S3981_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH08,482-23,TRUE,FALSE,6,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P020_WH08_i5-505_i7-85_S3982_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH09,443-24,TRUE,FALSE,6,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WH09_i5-505_i7-83_S3983_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH10,481-23,TRUE,FALSE,5,2023,HS 021,264713x3588839,RAPiD-Genomics_F566_UGA_173101_P020_WH10_i5-505_i7-34_S3984_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH11,447-23,TRUE,FALSE,7,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WH11_i5-505_i7-95_S3985_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WH12,4-24,TRUE,FALSE,2,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P020_WH12_i5-505_i7-56_S3986_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA01,369-24,TRUE,FALSE,2,2024,HS 142,270560x3610662,RAPiD-Genomics_F566_UGA_173101_P021_WA01_i5-501_i7-59_S1_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA02,314-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P021_WA02_i5-501_i7-27_S2_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA03,301-23,TRUE,FALSE,4,2023,HS 010,260875x3584312,RAPiD-Genomics_F566_UGA_173101_P021_WA03_i5-501_i7-82_S3_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA04,428-24,TRUE,FALSE,6,2024,HS 029,259736x3594236,RAPiD-Genomics_F566_UGA_173101_P021_WA04_i5-501_i7-7_S4_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA05,116-24,TRUE,FALSE,1,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WA05_i5-501_i7-38_S5_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA06,201-23,TRUE,FALSE,6,2023,HS 046,258973x3598847,RAPiD-Genomics_F566_UGA_173101_P021_WA06_i5-501_i7-74_S6_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA07,57-24,TRUE,FALSE,5,2024,HS 050,259851x3599573,RAPiD-Genomics_F566_UGA_173101_P021_WA07_i5-501_i7-77_S7_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA08,123-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P021_WA08_i5-501_i7-16_S8_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA09,484-24,TRUE,FALSE,5,2024,HS 120,264935x3606388,RAPiD-Genomics_F566_UGA_173101_P021_WA09_i5-501_i7-36_S9_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA10,84-24,TRUE,FALSE,7,2024,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P021_WA10_i5-501_i7-54_S10_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA11,613-24,TRUE,FALSE,7,2024,HS 006,253409x3589929,RAPiD-Genomics_F566_UGA_173101_P021_WA11_i5-501_i7-25_S11_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WA12,263-24,TRUE,FALSE,1,2024,HS 036,259789x3595296,RAPiD-Genomics_F566_UGA_173101_P021_WA12_i5-501_i7-23_S12_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB01,460-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,RAPiD-Genomics_F566_UGA_173101_P021_WB01_i5-501_i7-31_S13_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB02,9-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WB02_i5-501_i7-39_S14_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P021_WB03,181-24,TRUE,FALSE,4,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P021_WB03_i5-501_i7-2_S15_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB04,120-23,TRUE,FALSE,7,2023,HS 037,261345x3595677,RAPiD-Genomics_F566_UGA_173101_P021_WB04_i5-501_i7-20_S16_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB05,281-23,TRUE,FALSE,4,2023,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P021_WB05_i5-501_i7-90_S17_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB06,305-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WB06_i5-501_i7-6_S18_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB07,21-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WB07_i5-501_i7-29_S19_L003_R1_001.fastq,F,Capture,CGA
UGA_173101_P021_WB08,2-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WB08_i5-501_i7-57_S20_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P021_WB09,347-24,TRUE,FALSE,3,2024,HS 038,264323x3595743,RAPiD-Genomics_F566_UGA_173101_P021_WB09_i5-501_i7-63_S21_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB10,29-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WB10_i5-501_i7-55_S22_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P021_WB11,122-23,TRUE,FALSE,6,2023,HS 040,262860x3595893,RAPiD-Genomics_F566_UGA_173101_P021_WB11_i5-501_i7-5_S23_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WB12,6-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WB12_i5-501_i7-75_S24_L003_R1_001.fastq,F,Capture,CGA
UGA_173101_P021_WC01,91-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WC01_i5-501_i7-65_S25_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC02,262-24,TRUE,FALSE,7,2024,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P021_WC02_i5-501_i7-67_S26_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC03,29-24,TRUE,FALSE,1,2024,HS 043,261231x3597373,RAPiD-Genomics_F566_UGA_173101_P021_WC03_i5-501_i7-40_S27_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC04,140-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WC04_i5-501_i7-19_S28_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC05,449-24,TRUE,FALSE,3,2024,HS 123,270896x3606897,RAPiD-Genomics_F566_UGA_173101_P021_WC05_i5-501_i7-81_S29_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC06,88-HV,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WC06_i5-501_i7-3_S30_L003_R1_001.fastq,M,Harvest,CGA
UGA_173101_P021_WC07,483-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P021_WC07_i5-501_i7-62_S31_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC08,170-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P021_WC08_i5-501_i7-17_S32_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC09,444-23,TRUE,FALSE,6,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P021_WC09_i5-501_i7-93_S33_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC10,478-23,TRUE,FALSE,7,2023,HS 073,267763x3594039,RAPiD-Genomics_F566_UGA_173101_P021_WC10_i5-501_i7-47_S34_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC11,379-24,TRUE,FALSE,2,2024,HS 087,267749x3598700,RAPiD-Genomics_F566_UGA_173101_P021_WC11_i5-501_i7-70_S35_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WC12,421-23,TRUE,FALSE,6,2023,HS 026,262853x3592521,RAPiD-Genomics_F566_UGA_173101_P021_WC12_i5-501_i7-43_S36_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD01,340-24,TRUE,FALSE,2,2024,HS 002,255814x3587061,RAPiD-Genomics_F566_UGA_173101_P021_WD01_i5-501_i7-52_S37_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD02,413-23,TRUE,FALSE,4,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P021_WD02_i5-501_i7-72_S38_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD03,475-23,TRUE,FALSE,3,2023,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P021_WD03_i5-501_i7-30_S39_L003_R1_001.fastq,,Hair Snare,CGA
